iter	RMSE
137	1.104744622
138	1.104739204
139	1.104719721
140	1.104712233
141	1.104704329
142	1.104685284
143	1.104677975
144	1.104652346
145	1.104633961
146	1.104599643
147	1.104580896
148	1.104561229
149	1.104538481
150	1.10451617
151	1.104487643
152	1.104482363
153	1.104457559
154	1.1044391
155	1.104421004
156	1.104403265
157	1.104385877
158	1.104373676
159	1.104366393
160	1.104349393
161	1.104345362
162	1.104309947
163	1.104302865
164	1.104300537
165	1.104293593
166	1.104271677
167	1.10423682
168	1.104235467
169	1.104201114
170	1.104195941
171	1.104189188
172	1.104164637
173	1.104143177
174	1.104140663
175	1.104112607
176	1.104103964
177	1.104087523
178	1.104071407
179	1.104038206
180	1.104022357
181	1.10400682
182	1.103991591
183	1.103985163
184	1.103951681
185	1.103938033
186	1.1039232
187	1.103890065
188	1.103869091
189	1.103860662
190	1.103860432
191	1.103839273
192	1.103835542
193	1.103830503
194	1.103805971
195	1.103791287
196	1.103776893
197	1.103763978
198	1.103743559
199	1.103723533
200	1.103715555
201	1.103714751
202	1.103713789
203	1.10369965
204	1.103694791
205	1.10367071
206	1.103664413
207	1.103660995
208	1.103641443
209	1.103627657
210	1.103607847
211	1.103594294
212	1.103563536
213	1.103544362
214	1.10351148
215	1.103488913
216	1.10347011
217	1.103469402
218	1.103461929
219	1.103448568
220	1.103447907
221	1.103440611
222	1.10341053
223	1.103397386
224	1.103384501
225	1.103383697
226	1.103371066
227	1.10336492
228	1.103358894
229	1.103340627
230	1.103310835
231	1.103304839
232	1.103276789
233	1.103264486
234	1.103247947
235	1.103219524
236	1.103207391
237	1.103206162
238	1.103200144
239	1.103194244
240	1.103188458
241	1.103160004
242	1.10314203
243	1.103136381
244	1.103124718
245	1.103123469
246	1.103117982
247	1.103106601
248	1.103074462
249	1.10307147
250	1.103068163
251	1.103057019
252	1.103050992
253	1.103040793
254	1.103029845
255	1.103029772
256	1.103002532
257	1.102999287
258	1.102993934
259	1.102988684
260	1.102972224
261	1.102961515
262	1.10295635
263	1.102924644
264	1.102923463
265	1.102913025
266	1.102912413
267	1.102885699
268	1.10288112
269	1.102877971
270	1.102860196
271	1.102849926
272	1.102832493
273	1.10282724
274	1.102822203
275	1.10281218
276	1.102811617
277	1.102811066
278	1.102806567
279	1.102796729
280	1.102787085
281	1.102784216
282	1.102782925
283	1.102766983
284	1.102762182
285	1.102756973
286	1.102752262
287	1.102751527
288	1.102742172
289	1.102737594
290	1.102734254
291	1.102718674
292	1.102709562
293	1.102705147
294	1.102688005
295	1.102679113
296	1.102670397
297	1.102661854
298	1.102653479
299	1.102650653
300	1.102629334
301	1.102614652
302	1.102609078
303	1.102602264
304	1.102594044
305	1.102580651
306	1.102572605
307	1.102541617
308	1.102524074
309	1.102520651
310	1.102499952
311	1.102483167
312	1.102475229
313	1.102467449
314	1.10245252
315	1.102448418
316	1.102444396
317	1.102436854
318	1.102432494
319	1.102419254
320	1.102414023
321	1.102410251
322	1.102403569
323	1.10238717
324	1.102371086
325	1.102367236
326	1.10236346
327	1.102356161
328	1.102349007
329	1.102344788
330	1.102337775
331	1.102335738
332	1.102328855
333	1.102303719
334	1.102289654
335	1.102282886
336	1.102259566
337	1.102255605
338	1.102239846
339	1.102221635
340	1.102199603
341	1.102199581
342	1.102199578
343	1.102199577
344	1.102193222
345	1.102177824
346	1.10216245
347	1.102141376
348	1.102111544
349	1.102104877
350	1.102102468
351	1.102079002
352	1.102075331
353	1.10204786
354	1.102032777
355	1.102012698
356	1.102001798
357	1.101979853
358	1.101956614
359	1.101950015
360	1.101935213
361	1.101931181
362	1.101921142
363	1.101909518
364	1.101905654
365	1.1019017
366	1.101887208
367	1.1018707
368	1.101866505
369	1.101850424
370	1.101843971
371	1.101822646
372	1.101818773
373	1.101810277
374	1.101805333
375	1.10179005
376	1.101783669
377	1.101768362
378	1.101764595
379	1.101760901
380	1.101736258
381	1.101714248
382	1.101700066
383	1.101693916
384	1.101692107
385	1.101670503
386	1.101644793
387	1.101638747
388	1.101617462
389	1.101611543
390	1.101608042
391	1.101595721
392	1.101581424
393	1.101575661
394	1.101571859
395	1.101568129
396	1.10156447
397	1.101550484
398	1.101540685
399	1.101526969
400	1.101501338
401	1.101487886
402	1.10148219
403	1.101468996
404	1.101454337
405	1.101448731
406	1.101435794
407	1.101430298
408	1.101428196
409	1.101424741
410	1.101409984
411	1.101397246
412	1.1013972
413	1.10139182
414	1.101375493
415	1.101372107
416	1.10136687
417	1.101345425
418	1.101339643
419	1.101326556
420	1.101306693
421	1.101302252
422	1.101288747
423	1.101283591
424	1.101267408
425	1.101264032
426	1.10126072
427	1.101247825
428	1.101243852
429	1.101238825
430	1.101225635
431	1.101209651
432	1.101197076
433	1.10118399
434	1.101156895
435	1.101133255
436	1.101129969
437	1.101125049
438	1.101120227
439	1.101096645
440	1.10109474
441	1.101081243
442	1.101076476
443	1.10107293
444	1.101059681
445	1.10105968
446	1.101041227
447	1.101037963
448	1.101034762
449	1.101018948
450	1.101014297
451	1.100987505
452	1.100983685
453	1.100979138
454	1.100974682
455	1.100970313
456	1.100968192
457	1.100945823
458	1.100932647
459	1.100916426
460	1.10091336
461	1.100890991
462	1.100878455
463	1.100859866
464	1.100848773
465	1.100833173
466	1.100806895
467	1.100800274
468	1.100789981
469	1.100777612
470	1.100762621
471	1.100750489
472	1.10073859
473	1.100734053
474	1.100722325
475	1.100718032
476	1.100714555
477	1.100695094
478	1.100690585
479	1.100687175
480	1.100677497
481	1.100674341
482	1.100656658
483	1.100637972
484	1.10063311
485	1.100621628
486	1.100603478
487	1.100598884
488	1.100597393
489	1.100594199
490	1.100579136
491	1.100557591
492	1.100546645
493	1.100535319
494	1.100521332
495	1.100516996
496	1.100513807
497	1.1005027
498	1.10048721
499	1.100461853
500	1.100458321
501	1.100440246
502	1.100434035
503	1.10041713
504	1.100414061
505	1.100393534
506	1.10039054
507	1.100372463
508	1.100351788
509	1.100348445
510	1.100344285
511	1.100339664
512	1.100335135
513	1.100321858
514	1.100317764
515	1.100317763
516	1.100315515
517	1.100311125
518	1.100296639
519	1.10029369
520	1.100280823
521	1.100276824
522	1.100260611
523	1.100256674
524	1.100241463
525	1.100237613
526	1.100231955
527	1.100214103
528	1.100210334
529	1.100210112
530	1.100206418
531	1.100190643
532	1.100179571
533	1.100168712
534	1.100152887
535	1.100144398
536	1.100138008
537	1.100135709
538	1.100133455
539	1.100129834
540	1.100114573
541	1.100111286
542	1.100111163
543	1.100097364
544	1.1000734
545	1.100070573
546	1.100053606
547	1.100042232
548	1.100037743
549	1.100033342
550	1.100030484
551	1.100020107
552	1.100009348
553	1.100004511
554	1.099988056
555	1.099979492
556	1.099977512
557	1.099967299
558	1.099957067
559	1.099938642
560	1.09991913
561	1.099904578
562	1.099904455
563	1.099900831
564	1.099897547
565	1.099888464
566	1.099886206
567	1.099867104
568	1.099843797
569	1.099840821
570	1.099836962
571	1.099833448
572	1.099818732
573	1.09981548
574	1.099796465
575	1.099793632
576	1.099778981
577	1.099773218
578	1.099750342
579	1.09973975
580	1.099737025
581	1.099733839
582	1.09972513
583	1.099714752
584	1.099711396
585	1.099711212
586	1.099701039
587	1.099690508
588	1.099687203
589	1.099677228
590	1.099673988
591	1.099666167
592	1.099652761
593	1.099641929
594	1.099636616
595	1.099629244
596	1.099620668
597	1.099618057
598	1.099599859
599	1.099594647
600	1.09957234
601	1.099569201
602	1.099556933
603	1.099551822
604	1.099532868
605	1.0995267
606	1.099517019
607	1.099516899
608	1.099513795
609	1.09950779
610	1.099505196
611	1.099494697
612	1.09948299
613	1.099469445
614	1.099453803
615	1.099451206
616	1.099443573
617	1.099434074
618	1.099431066
619	1.099426163
620	1.099407685
621	1.099391257
622	1.099384496
623	1.099366999
624	1.099366871
625	1.099357515
626	1.099345908
627	1.099343356
628	1.099326254
629	1.099310755
630	1.099301568
631	1.099296939
632	1.099286141
633	1.099279294
634	1.099262061
635	1.099251393
636	1.099248446
637	1.099239433
638	1.099233965
639	1.099230955
640	1.099222115
641	1.099207097
642	1.099198423
643	1.099190829
644	1.099182867
645	1.099177781
646	1.099159201
647	1.099156715
648	1.099145876
649	1.099137311
650	1.099125124
651	1.099106289
652	1.099103349
653	1.099087708
654	1.099084812
655	1.099063812
656	1.099049456
657	1.099032662
658	1.099019895
659	1.099017082
660	1.099004569
661	1.098989305
662	1.098978175
663	1.098960003
664	1.098941859
665	1.098928473
666	1.098921317
667	1.098916473
668	1.098903178
669	1.098897594
670	1.098887016
671	1.098878643
672	1.098873503
673	1.098864799
674	1.098848873
675	1.098840604
676	1.098822493
677	1.098805025
678	1.098800268
679	1.098797456
680	1.098794949
681	1.098792491
682	1.098784414
683	1.098771985
684	1.098769268
685	1.098761039
686	1.098758365
687	1.098747494
688	1.098735382
689	1.098732766
690	1.098712686
691	1.098702646
692	1.098694718
693	1.098675041
694	1.09865565
695	1.098645245
696	1.098642416
697	1.098631741
698	1.098616797
699	1.098611544
700	1.098603726
701	1.098601379
702	1.098598595
703	1.098579476
704	1.098576943
705	1.098566635
706	1.098558974
707	1.098547506
708	1.098529977
709	1.098525391
710	1.098520065
711	1.098501207
712	1.098496643
713	1.098482766
714	1.098468581
715	1.098464109
716	1.098453931
717	1.098444885
718	1.09843493
719	1.098423413
720	1.098413257
721	1.09839708
722	1.09837849
723	1.09836017
724	1.098343431
725	1.098329948
726	1.098325561
727	1.098313156
728	1.098297881
729	1.098287424
730	1.098284255
731	1.09827389
732	1.098271291
733	1.098253155
734	1.098250612
735	1.098238882
736	1.098231398
737	1.098219373
738	1.098212033
739	1.098204835
740	1.09818693
741	1.09817285
742	1.098162951
743	1.098160299
744	1.098150345
745	1.098143288
746	1.098125775
747	1.098118855
748	1.098114678
749	1.098107919
750	1.098090661
751	1.098074725
752	1.098060129
753	1.098051936
754	1.09804531
755	1.098042595
756	1.09803682
757	1.098019789
758	1.098005599
759	1.097988789
760	1.097983129
761	1.097979771
762	1.09796999
763	1.097953421
764	1.097937094
765	1.097923785
766	1.097907705
767	1.097892051
768	1.097886574
769	1.097872306
770	1.097859682
771	1.097843837
772	1.097831159
773	1.097815554
774	1.097808872
775	1.097794586
776	1.097783195
777	1.097766149
778	1.097752207
779	1.097746792
780	1.097737032
781	1.097730429
782	1.097725076
783	1.097712942
784	1.097702122
785	1.097685516
786	1.097678988
787	1.097664904
788	1.097653739
789	1.097647338
790	1.097636674
791	1.097621375
792	1.097606299
793	1.097596098
794	1.097582457
795	1.097567675
796	1.097552801
797	1.097539288
798	1.097533013
799	1.097520822
800	1.097515446
801	1.097510175
802	1.09750054
803	1.097488575
804	1.097484144
805	1.097474015
806	1.097459647
807	1.097443741
808	1.097432564
809	1.097426184
810	1.097414474
811	1.097402888
812	1.097393231
813	1.097383314
814	1.097369548
815	1.097354294
816	1.097340035
817	1.097328498
818	1.097313809
819	1.097304203
820	1.097291341
821	1.097281816
822	1.097270143
823	1.097263907
824	1.097250027
825	1.097241054
826	1.097226742
827	1.097220624
828	1.097210762
829	1.097196806
830	1.09718654
831	1.097172481
832	1.097158627
833	1.097144973
834	1.097131016
835	1.097117057
836	1.0971075
837	1.097093769
838	1.097079933
839	1.09706601
840	1.097052648
841	1.097041461
842	1.097028073
843	1.09701732
844	1.097003787
845	1.096990228
846	1.096979978
847	1.096966794
848	1.09695509
849	1.0969417
850	1.096928693
851	1.096915563
852	1.096906069
853	1.096893261
854	1.096883874
855	1.096870127
856	1.096857079
857	1.09684389
858	1.096831236
859	1.096818316
860	1.096805856
861	1.096793578
862	1.096781478
863	1.096775216
864	1.096762107
865	1.096752864
866	1.096739503
867	1.096729479
868	1.09671751
869	1.096704686
870	1.096691517
871	1.096678605
872	1.096665947
873	1.096652938
874	1.096642982
875	1.096630258
876	1.096618436
877	1.096608665
878	1.096596353
879	1.096584873
880	1.096575228
881	1.096563561
882	1.096552065
883	1.096540735
884	1.096531857
885	1.096519663
886	1.096510897
887	1.09650091
888	1.096492255
889	1.09648284
890	1.096471644
891	1.096460611
892	1.096449738
893	1.096436901
894	1.096424411
895	1.096413688
896	1.096400969
897	1.096391639
898	1.096383025
899	1.096373856
900	1.096361396
901	1.096351572
902	1.096343044
903	1.096332678
904	1.096322462
905	1.096310328
906	1.096301908
907	1.096292428
908	1.096280442
909	1.09627183
910	1.09626099
911	1.096252614
912	1.096243345
913	1.096231014
914	1.096218926
915	1.09620882
916	1.096200544
917	1.096192362
918	1.096182883
919	1.096171503
920	1.096160348
921	1.096152293
922	1.096142285
923	1.096133363
924	1.096124583
925	1.096116749
926	1.096104011
927	1.096096247
928	1.096085239
929	1.096075388
930	1.096063082
931	1.096053384
932	1.096041853
933	1.09603228
934	1.096020961
935	1.096010167
936	1.095998039
937	1.095986958
938	1.095979226
939	1.095971582
940	1.095964026
941	1.095952915
942	1.09594445
943	1.095934981
944	1.095925649
945	1.095916452
946	1.095905539
947	1.095893195
948	1.095885787
949	1.095875215
950	1.095864494
951	1.09585403
952	1.09584184
953	1.095834496
954	1.095824067
955	1.095814967
956	1.095804509
957	1.095797267
958	1.095788283
959	1.095781123
960	1.095773005
961	1.095760731
962	1.095750625
963	1.095742408
964	1.095732235
965	1.095719963
966	1.095711183
967	1.095701069
968	1.095692403
969	1.095680262
970	1.095672208
971	1.095660264
972	1.095651355
973	1.095644327
974	1.095637379
975	1.095630511
976	1.095623722
977	1.095613529
978	1.095605014
979	1.095593602
980	1.095586851
981	1.095579051
982	1.095567859
983	1.09555821
984	1.095547773
985	1.09554107
986	1.095531494
987	1.095523636
988	1.095512824
989	1.095506216
990	1.095495811
991	1.095485073
992	1.095474546
993	1.095467989
994	1.095457561
995	1.095447086
996	1.095436509
997	1.095428199
998	1.095417838
999	1.095410088
